Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,770,100,359763,2.24852,394136,0,305,0.00190625,3356,2075,0.017,0,0.006,0.78,0.779,0.025,0.779,1.661,0,0,0.023,0,38.8889,1343,142.722,305.906,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,770,100,2643620,16.5226,2643620,0,305,0.00190625,3211,34,0.012,0,0.001,5.711,5.71,0.023,5.71,11.507,0,0,0.022,0,58.8235,402,85.7647,127.992,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,770,100,1473381,9.20863,1473381,0,305,0.00190625,3145,120,0.013,0,0.005,3.277,3.274,0.004,3.274,6.6,0,0,0.003,0,100,2333,526.111,638.845,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,770,100,779581,4.87238,779641,0,305,0.00190625,3145,2184,0.01,0,0.008,1.702,1.699,0.003,1.699,3.448,0,0,0.003,0,133.333,444,296.778,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,785,100,15027325,93.9208,15027325,0,305,0.00190625,34,0,0.01,0,0.002,32.503,32.503,0.013,32.503,65.058,0,0,0.013,0,55.5556,3591,440.667,1116.62,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,785,100,374807,2.34254,440373,0,305,0.00190625,3449,678,0.011,0,0.007,0.868,0.864,0.029,0.864,1.83,0,0,0.026,0,33.3333,2054,215.167,478.397,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,785,100,2885416,18.0339,2885416,0,305,0.00190625,3207,34,0.012,0,0.002,6.428,6.428,0.021,6.428,12.94,0,0,0.02,0,52.9412,373,86,124.867,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,785,100,1554171,9.71357,1554171,0,305,0.00190625,3135,120,0.015,0,0.004,3.463,3.461,0.003,3.46,6.97,0,0,0.002,0,100,2361,527.222,646.666,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,785,100,815173,5.09483,815173,0,305,0.00190625,3135,2239,0.013,0,0.006,1.845,1.842,0.002,1.842,3.732,0,0,0.002,0,144.444,479,291.778,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,800,100,14068000,87.925,14068000,0,305,0.00190625,37,0,0.012,0,0.002,31.17,31.17,0.011,31.17,62.39,0,0,0.011,0,50,3071,495.375,997.157,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,800,100,499057,3.11911,566656,0,305,0.00190625,3293,595,0.011,0,0.006,1.097,1.092,0.027,1.092,2.283,0,0,0.025,0,35.2941,2131,241.882,524.918,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,800,100,3342470,20.8904,3342470,0,305,0.00190625,3335,37,0.017,0,0.002,7.235,7.235,0.019,7.235,14.555,0,0,0.018,0,46.6667,669,119.667,184.195,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,800,100,1692635,10.579,1692635,0,305,0.00190625,3125,123,0.022,0,0.004,3.814,3.81,0.003,3.81,7.688,0,0,0.002,0,100,2430,594,682.41,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,800,100,1707328,10.6708,1707328,0,305,0.00190625,3125,644,0.014,0,0.007,3.933,3.931,0.002,3.931,7.914,0,0,0.002,0,137.5,517,528.875,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,815,100,15842595,99.0162,15842595,0,305,0.00190625,29,0,0.011,0,0.002,36.941,36.941,0.014,36.941,73.936,0,0,0.013,0,62.5,3958,496.375,1308.38,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,815,100,571116,3.56948,679985,0,305,0.00190625,3198,470,0.013,0,0.007,1.31,1.307,0.025,1.307,2.712,0,0,0.023,0,35.2941,2192,254.824,543.888,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,815,100,2789240,17.4327,2789240,0,305,0.00190625,3075,29,0.01,0,0.002,6.537,6.537,0.02,6.537,13.149,0,0,0.02,0,43.75,321,78.6875,109.406,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,815,100,1733164,10.8323,1733164,0,305,0.00190625,3130,137,0.018,0,0.004,3.921,3.919,0.003,3.919,7.894,0,0,0.002,0,100,2531,591.625,718.459,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,815,100,1745468,10.9092,1745468,0,305,0.00190625,3130,658,0.01,0,0.008,3.85,3.845,0.003,3.845,7.742,0,0,0.003,0,150,544,526.5,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,830,100,15842790,99.0174,15842790,0,305,0.00190625,29,0,0.01,0,0.002,36.441,36.441,0.014,36.441,72.935,0,0,0.014,0,62.5,3958,496.375,1308.38,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,830,100,1906504,11.9156,2040589,0,305,0.00190625,3132,170,0.011,0,0.007,4.319,4.317,0.027,4.317,8.732,0,0,0.025,0,35.2941,3907,276.353,911.003,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,830,100,2962121,18.5133,2962121,0,305,0.00190625,3090,29,0.01,0,0.001,6.753,6.753,0.024,6.753,13.586,0,0,0.022,0,37.5,321,77.75,101.6,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,830,100,1823890,11.3993,1823890,0,305,0.00190625,3131,231,0.013,0,0.004,4.129,4.126,0.003,4.126,8.3,0,0,0.002,0,100,2519,579.75,716.469,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,830,100,1973097,12.3319,1973097,0,305,0.00190625,3131,557,0.013,0,0.007,4.352,4.348,0.002,4.348,8.75,0,0,0.002,0,150,566,539,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,845,100,15842985,99.0187,15842985,0,305,0.00190625,29,0,0.011,0,0.002,36.63,36.629,0.013,36.629,73.315,0,0,0.013,0,62.5,3958,496.375,1308.38,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,845,100,1431207,8.94504,1447953,0,305,0.00190625,3149,170,0.014,0,0.007,3.196,3.193,0.025,3.193,6.486,0,0,0.022,0,41.1765,3442,275.353,804.492,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,845,100,2469165,15.4323,2469165,0,305,0.00190625,3100,29,0.01,0,0.001,5.371,5.371,0.024,5.371,10.824,0,0.001,0.022,0,43.75,479,77.125,139.82,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,845,100,1653815,10.3363,1653815,0,305,0.00190625,3188,237,0.012,0,0.005,3.633,3.63,0.003,3.63,7.307,0,0,0.003,0,100,2544,571.875,732.313,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,845,100,1293863,8.08664,1293863,0,305,0.00190625,3188,1495,0.009,0,0.005,2.953,2.952,0.003,2.952,5.945,0,0,0.002,0,150,531,414.625,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,860,100,15777240,98.6077,15777240,0,305,0.00190625,29,0,0.014,0,0.001,36.125,36.125,0.011,36.125,72.303,0,0,0.01,0,50,3937,496.375,1300.45,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,860,100,1372471,8.57794,1393911,0,305,0.00190625,3150,342,0.013,0,0.007,3.149,3.145,0.025,3.144,6.39,0,0,0.023,0,35.2941,3256,265.176,762.762,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,860,100,2217018,13.8564,2217018,0,305,0.00190625,3111,29,0.01,0,0.002,4.949,4.949,0.02,4.949,9.973,0,0,0.019,0,43.75,478,77.625,142.166,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,860,100,1805431,11.2839,1805431,0,305,0.00190625,3204,238,0.009,0,0.004,4.075,4.07,0.003,4.069,8.184,0,0,0.002,0,100,2683,569.75,785.704,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,860,100,1842774,11.5173,1842774,0,305,0.00190625,3204,589,0.012,0,0.006,4.104,4.102,0.003,4.101,8.25,0,0,0.002,0,150,569,525.875,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,875,100,15765250,98.5328,15765250,0,305,0.00190625,29,0,0.014,0,0.001,35.682,35.682,0.014,35.682,71.425,0,0,0.013,0,50,3933,496.375,1298.95,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,875,100,301615,1.88509,359960,0,305,0.00190625,3284,407,0.015,0,0.007,0.682,0.679,0.026,0.679,1.464,0,0,0.024,0,47.0588,1918,253.471,461.895,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,875,100,2278250,14.2391,2278250,0,305,0.00190625,3108,29,0.01,0,0.002,5.024,5.024,0.023,5.024,10.132,0,0,0.023,0,56.25,482,78,145.546,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,875,100,1795154,11.2197,1795154,0,305,0.00190625,3230,234,0.013,0,0.005,4.083,4.08,0.003,4.08,8.209,0,0,0.003,0,100,2769,567,821.08,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,875,100,1835442,11.4715,1835442,0,305,0.00190625,3230,601,0.012,0,0.006,3.985,3.985,0.003,3.985,8.014,0,0,0.002,0,162.5,573,521.125,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,890,100,14231460,88.9466,14231460,0,305,0.00190625,29,0,0.01,0,0.002,34.313,34.313,0.015,34.313,68.682,0,0,0.015,0,37.5,3043,496.375,988.21,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,890,100,934462,5.84039,966826,0,305,0.00190625,3243,457,0.01,0,0.007,2.206,2.2,0.026,2.2,4.5,0,0,0.024,0,23.0769,1878,330.769,557.609,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,890,100,3890790,24.3174,3890790,0,305,0.00190625,3345,29,0.016,0,0.002,8.714,8.714,0.02,8.714,17.516,0,0,0.019,0,40,693,121.267,189.552,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,890,100,1845584,11.5349,1845584,0,305,0.00190625,3235,168,0.013,0,0.004,4.049,4.047,0.003,4.047,8.14,0,0,0.002,0,100,2808,574.625,832.048,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,890,100,1404783,8.77989,1404783,0,305,0.00190625,3235,1505,0.009,0,0.008,3.207,3.205,0.004,3.204,6.457,0,0,0.003,0,150,592,407.5,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,905,100,14266170,89.1636,14266170,0,305,0.00190625,29,0,0.02,0,0.002,31.774,31.774,0.011,31.774,63.614,0,0,0.01,0,37.5,3043,496.375,988.21,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,905,100,1321141,8.25713,1380483,0,305,0.00190625,3168,456,0.01,0,0.007,2.93,2.927,0.027,2.927,5.948,0,0,0.025,0,23.0769,1878,336.615,546.264,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,905,100,3851765,24.0735,3851765,0,305,0.00190625,3377,29,0.014,0,0.002,8.761,8.761,0.018,8.761,17.606,0,0,0.018,0,46.6667,693,119.133,193.099,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,905,100,1779636,11.1227,1779636,0,305,0.00190625,3274,163,0.012,0,0.004,4.147,4.145,0.002,4.145,8.33,0,0,0.002,0,100,2825,570.375,841.582,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,905,100,1390335,8.68959,1390335,0,305,0.00190625,3274,1515,0.02,0,0.007,3.076,3.074,0.002,3.074,6.211,0,0,0.002,0,150,569,401.375,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,920,100,13834520,86.4657,13834520,0,305,0.00190625,56,0,0.015,0,0.001,31.271,31.271,0.012,31.271,62.6,0,0,0.011,0,37.5,2865,493,928.877,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,920,100,611490,3.82181,639994,0,305,0.00190625,3196,1023,0.01,0,0.007,1.453,1.447,0.028,1.447,2.997,0,0,0.026,0,30.7692,1492,290.846,488.652,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,920,100,3944500,24.6531,3944500,0,305,0.00190625,3527,56,0.01,0,0.003,8.888,8.888,0.023,8.888,17.858,0,0,0.022,0,33.3333,751,148.917,208.377,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,920,100,1673551,10.4597,1673551,0,305,0.00190625,3319,155,0.012,0,0.004,3.807,3.803,0.004,3.803,7.657,0,0,0.003,0,100,2841,565.75,851.649,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,920,100,1301385,8.13366,1301385,0,305,0.00190625,3319,1523,0.016,0,0.007,2.882,2.881,0.002,2.881,5.815,0,0,0.002,0,137.5,541,394.75,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,935,100,13833800,86.4613,13833800,0,305,0.00190625,56,0,0.02,0,0.002,31.415,31.415,0.011,31.415,62.896,0,0,0.011,0,37.5,2832,493,919.589,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,935,100,706710,4.41694,737190,0,305,0.00190625,3125,849,0.02,0,0.007,1.744,1.74,0.035,1.74,3.614,0,0,0.033,0,30.7692,1648,309.692,530.533,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,935,100,4018865,25.1179,4018865,0,305,0.00190625,3557,56,0.011,0,0.001,9.165,9.165,0.02,9.165,18.404,0,0,0.019,0,33.3333,784,148.917,217.265,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,935,100,1518780,9.49237,1518780,0,305,0.00190625,3370,130,0.011,0,0.005,3.384,3.382,0.003,3.382,6.806,0,0,0.003,0,100,2889,562.5,874.509,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,935,100,1235638,7.72274,1235638,0,305,0.00190625,3370,1529,0.01,0,0.008,2.748,2.746,0.003,2.745,5.539,0,0,0.003,0,137.5,494,387.625,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,950,100,13874000,86.7125,13874000,0,305,0.00190625,56,0,0.011,0,0.002,32.332,32.332,0.013,32.332,64.718,0,0,0.012,0,37.5,2832,493,919.589,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,950,100,734573,4.59108,757633,0,305,0.00190625,3112,855,0.01,0,0.007,1.755,1.752,0.026,1.752,3.596,0,0,0.024,0,23.0769,1707,310.231,496.651,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,950,100,4051850,25.3241,4051850,0,305,0.00190625,3557,56,0.017,0,0.002,8.756,8.756,0.019,8.756,17.599,0,0,0.017,0,33.3333,784,148.917,217.265,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,950,100,1351671,8.44794,1351671,0,305,0.00190625,3425,118,0.013,0,0.005,2.962,2.959,0.002,2.959,5.964,0,0,0.002,0,100,2884,557.125,880.057,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,950,100,1095476,6.84673,1095476,0,305,0.00190625,3425,1550,0.012,0,0.006,2.438,2.438,0.003,2.438,4.922,0,0,0.002,0,125,441,378.125,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,965,100,13914200,86.9638,13914200,0,305,0.00190625,56,0,0.012,0,0.003,32.216,32.215,0.012,32.215,64.487,0,0,0.011,0,37.5,2832,493,919.589,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,965,100,743840,4.649,768002,0,305,0.00190625,3112,793,0.014,0,0.007,1.648,1.644,0.026,1.644,3.396,0,0,0.024,0,23.0769,1720,315,503.267,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,965,100,4084835,25.5302,4084835,0,305,0.00190625,3557,56,0.013,0,0.002,8.861,8.86,0.018,8.86,17.796,0,0,0.018,0,33.3333,784,148.917,217.265,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,965,100,1394207,8.71379,1394207,0,305,0.00190625,3426,118,0.017,0,0.005,3.037,3.035,0.002,3.035,6.124,0,0,0.002,0,100,2904,557,887.554,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,965,100,1144006,7.15004,1144006,0,305,0.00190625,3426,1552,0.013,0,0.005,2.577,2.574,0.003,2.574,5.197,0,0,0.002,0,125,456,377.75,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,980,100,11040440,69.0028,11040440,0,305,0.00190625,93,0,0.013,0,0.002,24.031,24.031,0.011,24.031,48.114,0,0,0.01,0,37.5,3382,488.375,1097.85,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,980,100,743436,4.64647,765717,0,305,0.00190625,3119,682,0.013,0,0.007,1.601,1.598,0.024,1.598,3.291,0,0,0.023,0,23.0769,1730,323,511.278,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,980,100,10352440,64.7027,10352440,0,305,0.00190625,4000,93,0.009,0,0.004,22.181,22.181,0.014,22.181,44.426,0,0,0.014,0,44.4444,3382,415,1052.17,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,980,100,1573395,9.83372,1573395,0,305,0.00190625,3198,118,0.011,0,0.005,3.496,3.492,0.004,3.491,7.032,0,0,0.003,0,100,2899,585.5,867.776,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,980,100,1233119,7.70699,1233209,0,305,0.00190625,3198,1097,0.013,0,0.006,2.71,2.708,0.003,2.708,5.464,0,0,0.002,0,112.5,468,463.125,-nan,1,1
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,995,100,11197610,69.9851,11197610,0,305,0.00190625,93,0,0.012,0,0.002,24.422,24.422,0.012,24.422,48.896,0,0,0.012,0,37.5,3382,488.375,1097.85,1,1
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,995,100,919010,5.74381,944217,0,305,0.00190625,3090,277,0.009,0,0.007,2.012,2.009,0.028,2.008,4.114,0,0,0.026,0,23.0769,2101,356.385,598.881,1,1
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,995,100,10509610,65.6851,10509610,0,305,0.00190625,4000,93,0.013,0,0.004,22.699,22.699,0.012,22.699,45.46,0,0,0.012,0,44.4444,3382,415,1052.17,1,1
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,995,100,1616776,10.1049,1616776,0,305,0.00190625,3195,118,0.009,0,0.006,3.931,3.926,0.003,3.926,7.9,0,0,0.003,0,100,2884,585.875,862.31,1,1
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,3,995,100,1280219,8.00137,1280237,0,305,0.00190625,3195,1095,0.013,0,0.006,2.815,2.813,0.003,2.813,5.677,0,0,0.003,0,112.5,484,463.75,-nan,1,1
